Nome,Preço,URL
Guitarra Telecaster Squier Fender + Meteoro Nitrous + Pedal Boss + Bag,R$ 3.500,https://www.facebook.com/marketplace/item/1643224522778404/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Rock Bass Warwick,R$ 3.000,https://www.facebook.com/marketplace/item/720267299523544/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Eagle Jazz Bass,R$ 1.100,https://www.facebook.com/marketplace/item/1608809589637657/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo SX - 4C com captadores melhorados (som de Fender),R$ 2.500,https://www.facebook.com/marketplace/item/937655604246054/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Rock Bass 4 cordas.,Gratuito,https://www.facebook.com/marketplace/item/928880998105030/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo 4 cordas mr Golden cordas novas perfeito estado,R$ 600,https://www.facebook.com/marketplace/item/703894360801814/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo 4 cordas PERFEITO!,R$ 1.000,https://www.facebook.com/marketplace/item/1596682624085644/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Squier Precision Bass,R$ 2.200,https://www.facebook.com/marketplace/item/518100270205455/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Squier Contemporary Jazz Bass AZUL,R$ 1.949,https://www.facebook.com/marketplace/item/792058925120187/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima Special Series JB-4 (4 cordas),R$ 749,https://www.facebook.com/marketplace/item/773748943911313/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo: Jazz Bass Giannini Standard Series,R$ 800,https://www.facebook.com/marketplace/item/1019208479470566/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Bass 5c luthie rt guitar caps emg ponte e braço pré Teb tchec delta bravo 18v,R$ 4.000,https://www.facebook.com/marketplace/item/878097153457180/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Sx Vintage Series,R$ 1.480,https://www.facebook.com/marketplace/item/5999410250127049/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Jazz Bass 5 Cordas Sx Novissimo,R$ 2.100,https://www.facebook.com/marketplace/item/6075934519134847/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Baixos novos E usados a partir de 450, peça seu catálogo.PROBLEMAS PRA RESPONDER [hidden information] obg",R$ 450,https://www.facebook.com/marketplace/item/698164285356938/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Condor Xb-240 Bipus,R$ 400,https://www.facebook.com/marketplace/item/597172219107845/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Precision Washburn Lyon Series,R$ 850,https://www.facebook.com/marketplace/item/762224592006357/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Ampeg micro para Bass,R$ 4.000,https://www.facebook.com/marketplace/item/606721401334100/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cort B5 Com Bartollini E Case,R$ 2.600,https://www.facebook.com/marketplace/item/1028008395270906/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Jazz Bass Deluxe,R$ 3.999,https://www.facebook.com/marketplace/item/232218195831937/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz bass SX 4 cordas,R$ 1.800,https://www.facebook.com/marketplace/item/935136277656844/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 5 cordas,R$ 599,https://www.facebook.com/marketplace/item/3377743865809905/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
BAIXO TAGIMA TJB 5 SUNBURST,R$ 1.849,https://www.facebook.com/marketplace/item/189589510506381/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Combo Orange Crush Bass 50 (aceito troca),R$ 2.100,https://www.facebook.com/marketplace/item/738413461084180/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Squier by Fender jazz bass série Standard,R$ 2.600,https://www.facebook.com/marketplace/item/1173239710259485/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Dean Hillsboro Eric Bass N Streamer Jazz Bass Music Man,R$ 3.800,https://www.facebook.com/marketplace/item/2130749197315681/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Jazz Bass 1999 Tagima Seizi Relíquia 4 Cordas,€ 1,https://www.facebook.com/marketplace/item/1283534295563874/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal de contrabaixo Bass Limiter,R$ 150,https://www.facebook.com/marketplace/item/2962794193873383/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cotrabaixo gianinni parcelo 12x!,R$ 750,https://www.facebook.com/marketplace/item/566447561484040/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Guitarra+caixa+pedal,R$ 800,https://www.facebook.com/marketplace/item/1363618054392551/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Trocas por baixos preferência 6 cordas,Gratuito,https://www.facebook.com/marketplace/item/564474078997419/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Dean 4 cordas,R$ 800,https://www.facebook.com/marketplace/item/1371193520292425/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Dolphin Edição Mendes Luthieria,R$ 1.100,https://www.facebook.com/marketplace/item/1147592172574459/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz bass SX vintage séries 4 cordas passivo,R$ 1.900,https://www.facebook.com/marketplace/item/5754336264686348/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Precision Bass Mark Hoppus Signature MK II com case Am. Standard.,R$ 10.000,https://www.facebook.com/marketplace/item/214415014576456/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo Condor Vintage - V,R$ 1.000,https://www.facebook.com/marketplace/item/556526125901141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 6 cordas ativo EGB6000,R$ 2.000,https://www.facebook.com/marketplace/item/1218230345722193/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
D Oliveira miragem,R$ 5.000,https://www.facebook.com/marketplace/item/892722952048372/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Golden 6 Cordas Passivo,R$ 1.280,https://www.facebook.com/marketplace/item/755156775935916/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo em boas condições,$ 1.000,https://www.facebook.com/marketplace/item/662543778820606/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo novinho,R$ 800,https://www.facebook.com/marketplace/item/641068737738289/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Ibanez 5 cordas,R$ 3.500,https://www.facebook.com/marketplace/item/673191108143619/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo DOD,R$ 1.200,https://www.facebook.com/marketplace/item/658565496049525/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo Tobias ativo,R$ 2.000,https://www.facebook.com/marketplace/item/627311805833721/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Condor BX-13,R$ 900,https://www.facebook.com/marketplace/item/526600916323654/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Golden Roadstar,R$ 850,https://www.facebook.com/marketplace/item/1406910060121537/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass American Deluxe V,R$ 14.500,https://www.facebook.com/marketplace/item/740315234275294/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixolão 5 Cordas Com Bag,R$ 550,https://www.facebook.com/marketplace/item/145664741733927/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Yamaha BB425 5 cordas,R$ 3.000,https://www.facebook.com/marketplace/item/1344226553026545/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo de 4 / 5 /6 cordas novo ou usado.,R$ 999,https://www.facebook.com/marketplace/item/700324708505422/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Hofner Violin Bass Fretless - Modelo Paul McCartney,R$ 5.000,https://www.facebook.com/marketplace/item/669615184965342/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Baixos a partir de 450,00 peça seu catálogo, Misterbaixo, aberto hoje.",Gratuito,https://www.facebook.com/marketplace/item/3056091854694618/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo 5 Cordas,R$ 2.000,https://www.facebook.com/marketplace/item/920243272322712/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Studebaker Daytona Shell Pink Pré EMG Escala Roxinho - TROCAS,R$ 4.500,https://www.facebook.com/marketplace/item/542640694679790/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo,R$ 800,https://www.facebook.com/marketplace/item/1175049283164055/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo deoliveira,R$ 2.500,https://www.facebook.com/marketplace/item/1272288550383844/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"contra baixo samick koreia 5 cordas 890, ativo e passivo",R$ 890,https://www.facebook.com/marketplace/item/833872754426210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo SX Jazz Bass 4 Cordas NOVO + FRETE GRÁTIS + REGULAGEM,R$ 1.839,https://www.facebook.com/marketplace/item/1140373216638622/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima Ativo,R$ 700,https://www.facebook.com/marketplace/item/142660601815695/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo phx 5 cordas em excelente estado,R$ 760,https://www.facebook.com/marketplace/item/221431810550071/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Tagima Precision Tp4 Special Series 4c Passivo,R$ 2.000,https://www.facebook.com/marketplace/item/6033508030051376/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo De Baixo HERTEKE Bass 2000,R$ 3.500,https://www.facebook.com/marketplace/item/562070709070053/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo SX Jazz Bass 5 Cordas NOVO + FRETE GRÁTIS + REGULAGEM,R$ 3.199,https://www.facebook.com/marketplace/item/1898502390501177/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Ibanez Modelo SR506 l 6 cordas l Ativo,R$ 3.399,https://www.facebook.com/marketplace/item/3408151796136699/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Jass Bass Circuito roslen EUA com push pull captadores custom 60 no case,R$ 8.000,https://www.facebook.com/marketplace/item/197665809635278/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador SG-15 Strinberg,R$ 300,https://www.facebook.com/marketplace/item/1360816821370517/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Guanini 5 Cordas Ativo,R$ 1.000,https://www.facebook.com/marketplace/item/575996124421030/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Ibanez,R$ 1.000,https://www.facebook.com/marketplace/item/191813720231471/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Ária 1984 Ativo 5 cordas Creme,R$ 1.500,https://www.facebook.com/marketplace/item/885176902438047/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra-baixo Tagima XB21 4 Cordas Troco Por Vídeo Game,R$ 900,https://www.facebook.com/marketplace/item/934244554696343/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Acústico 4/4 Blaver Tampo Inteiriço com captador - rabecão double bass upright orquestra,R$ 5.300,https://www.facebook.com/marketplace/item/1922542374757358/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal Bass Fuzz,R$ 100,https://www.facebook.com/marketplace/item/937817390892209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Condor BC600 com captação e pré EMG,R$ 2.000,https://www.facebook.com/marketplace/item/745096270589494/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Ibanes 6 Cordas,R$ 2.300,https://www.facebook.com/marketplace/item/540695831225021/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Bass Graphic equalizar e ultra bass flanger,R$ 200,https://www.facebook.com/marketplace/item/561962255879092/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Guitarra Seizi Stone,R$ 900,https://www.facebook.com/marketplace/item/491733786431295/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Sire V7 4 cordas Ativo,R$ 5.700,https://www.facebook.com/marketplace/item/710710220609704/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Guitarra washburn Dime 332 EC,R$ 1.500,https://www.facebook.com/marketplace/item/144730945213595/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo SX 6 cordas,R$ 10,https://www.facebook.com/marketplace/item/495387822721039/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Baixolao a partir de 600 Na garantia, Misterbaixo, aberto tbem aos Domingos",R$ 600,https://www.facebook.com/marketplace/item/1901384376895102/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Tagima TBM-5,R$ 1.499,https://www.facebook.com/marketplace/item/247483364374515/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cabeçote + Gabinete Tom Sawyer Little Bass 100 - NOVO!,R$ 1.790,https://www.facebook.com/marketplace/item/689993369171336/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima Special Series,R$ 950,https://www.facebook.com/marketplace/item/1279717662593199/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Caixa Amplificador e Pedaleira,R$ 400,https://www.facebook.com/marketplace/item/928014624905760/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador de Baixo Laney,R$ 899,https://www.facebook.com/marketplace/item/933590750979349/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cabeçotr De Baixo PALMER,R$ 450,https://www.facebook.com/marketplace/item/935887140898424/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador de Baixo Roland Cube 120XL Bass,R$ 3.500,https://www.facebook.com/marketplace/item/443713487696035/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Yamaha bb4 baixo ativo 4 cordas,R$ 2.990,https://www.facebook.com/marketplace/item/495113992784707/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Shelter AG-15,R$ 229,https://www.facebook.com/marketplace/item/237388768759490/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Marcus Miller Sire P7 4 Cordas,R$ 5.600,https://www.facebook.com/marketplace/item/764925541661057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador de baixo Datrel Bas 60,R$ 600,https://www.facebook.com/marketplace/item/632437585382441/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador inglês Trace Elliot Commando,R$ 3.100,https://www.facebook.com/marketplace/item/1176398779925263/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal De Guitarra Joyo D-seed Dual Delay,R$ 200,https://www.facebook.com/marketplace/item/635863581887138/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
cubo de baixo cabecote e caixa 1 x15 e 1 4x10,R$ 6.900,https://www.facebook.com/marketplace/item/207032615210493/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Bugera V55,R$ 2.999,https://www.facebook.com/marketplace/item/860995428305815/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Amplificador Cubo Meteoro QX200, Top Novíssimo 200w",R$ 1.600,https://www.facebook.com/marketplace/item/866954881263521/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador meteoro vulcano 200g,R$ 1.299,https://www.facebook.com/marketplace/item/1260620944515702/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal Duplo DW 3000 P/ Bateria,R$ 1.300,https://www.facebook.com/marketplace/item/2413290625494645/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Troco contra bass 4 corda em um vídeo game ou notebook!,R$ 500,https://www.facebook.com/marketplace/item/2600027166820680/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Sx Jazz bass SJB 62,R$ 1.300,https://www.facebook.com/marketplace/item/172095709030598/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass SX Vintage,R$ 1.199,https://www.facebook.com/marketplace/item/1364497447671541/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass 4 cordas,R$ 800,https://www.facebook.com/marketplace/item/1290673595165642/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass American Vintage White,Gratuito,https://www.facebook.com/marketplace/item/1274216143131911/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Tagíma jazz Bass TW73,R$ 1.590,https://www.facebook.com/marketplace/item/938204497328099/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass tigrado,R$ 5.000,https://www.facebook.com/marketplace/item/1198175474443444/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo,R$ 1.300,https://www.facebook.com/marketplace/item/476657750955399/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Squier Jazz Bass,R$ 2.100,https://www.facebook.com/marketplace/item/986259209022769/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender American Standard V,R$ 10.300,https://www.facebook.com/marketplace/item/2151536711903330/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass 5c México,R$ 5.900,https://www.facebook.com/marketplace/item/3312331505673990/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Jazz Bass Standard Mexico,R$ 6.500,https://www.facebook.com/marketplace/item/3279060029071314/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass,R$ 7.800,https://www.facebook.com/marketplace/item/234680299014084/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
