Nome,Preço,URL
Tagima Jazz bass 4 cordas tg525,R$ 1.900,https://www.facebook.com/marketplace/item/576107891072600/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo SX vintage Series Com Cap Bass Lines Seymor Ducan (BLINDADO),R$ 2.500,https://www.facebook.com/marketplace/item/187925360653624/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima Tbm 4,R$ 750,https://www.facebook.com/marketplace/item/931029994754573/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Ativo,R$ 1.300,https://www.facebook.com/marketplace/item/1398186384258478/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Caixa Amplificadora De Som Multiuso Loudvox,R$ 300,https://www.facebook.com/marketplace/item/3214881261991020/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo Staner GS-120,R$ 800,https://www.facebook.com/marketplace/item/563320785701115/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador tom Sawyer litle Bass 100,R$ 1.650,https://www.facebook.com/marketplace/item/1848129328886209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Strinberg 4 cordas,R$ 900,https://www.facebook.com/marketplace/item/2922411254569580/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Contra Baixo E Acessórios,R$ 850,https://www.facebook.com/marketplace/item/636935955102221/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixolao Hofma NOVO,R$ 550,https://www.facebook.com/marketplace/item/229874466197115/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Marshall Dinamic Bass System 7200 - 200 Wats,R$ 3.000,https://www.facebook.com/marketplace/item/165011933072492/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Teisco Tulip Bass Anos ‘60,R$ 4.100,https://www.facebook.com/marketplace/item/733691175029128/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
VENDO INSTRUMENTOS MUSICAIS,Gratuito,https://www.facebook.com/marketplace/item/945863999732868/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
somente venda cx de contra baixo peavey em raro estado 4x10,R$ 1,https://www.facebook.com/marketplace/item/721579352819663/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Thunderbird epiphone (aceito troca),R$ 3.999,https://www.facebook.com/marketplace/item/934547997562093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima HandMade In Brazil 535,R$ 3.390,https://www.facebook.com/marketplace/item/2398886803619234/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal DMT SVT bass preamp,R$ 500,https://www.facebook.com/marketplace/item/1636520456863465/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Ladessa 6 cordas ativo ( Raridade),R$ 3.000,https://www.facebook.com/marketplace/item/871695827305379/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo EWA Condor,R$ 102,https://www.facebook.com/marketplace/item/673318707781995/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo peavey kb60 AMPLIFICADOR EXCELENTE,R$ 800,https://www.facebook.com/marketplace/item/909286156998765/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal Duplo Tama Parcelo No Cartão De Crédito,R$ 949,https://www.facebook.com/marketplace/item/2082692868601813/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
cubo de som borne impact bass cb60,R$ 400,https://www.facebook.com/marketplace/item/911844796841004/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Violão Tagima,R$ 1.000,https://www.facebook.com/marketplace/item/907042833713062/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Precision MIM Sunburst,R$ 6.200,https://www.facebook.com/marketplace/item/963653568140079/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Peavey KB100,R$ 1.400,https://www.facebook.com/marketplace/item/885028132549692/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Cubo contra baixo Behringer Blx1800a 180 rms( 3000,00) preco mercado...",R$ 1.100,https://www.facebook.com/marketplace/item/508348087891937/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo 4 Cordas Cort ativo/passivo,R$ 2.500,https://www.facebook.com/marketplace/item/1286000205316337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
MusicMan Stingray 4 cordas,R$ 13.500,https://www.facebook.com/marketplace/item/612757104020371/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Gabinete Wbass 400 wats,R$ 4.599,https://www.facebook.com/marketplace/item/241921501558886/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo 5 cordas Luthier,R$ 5.000,https://www.facebook.com/marketplace/item/1303911743875985/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Washburn Taurus T25 - 5 cordas,R$ 1.900,https://www.facebook.com/marketplace/item/547476313988017/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Caixinha amplificada alta de mas 👈💥,R$ 200,https://www.facebook.com/marketplace/item/1155700208450555/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Troco baixo de 5 cordas por um de 6 cordas,R$ 999,https://www.facebook.com/marketplace/item/566307545040784/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Dmark Alpha Fretles Original,R$ 5.200,https://www.facebook.com/marketplace/item/951357029201015/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Taramps mono Bass 400,R$ 150,https://www.facebook.com/marketplace/item/707490591030966/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo de Baixo Ashdown Studio 10 - 60W,R$ 2.100,https://www.facebook.com/marketplace/item/5707739862637030/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Warwick Corvette Standard (alemão) 5 cordas.,R$ 5.999,https://www.facebook.com/marketplace/item/2071470686577512/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cabeçote para Baixo - Tc Electronic RH450,R$ 3.800,https://www.facebook.com/marketplace/item/1620563315031574/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal de Bumbo Yamaha,R$ 290,https://www.facebook.com/marketplace/item/866042644665972/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal / Pré Amp Sansamp GT2 Tech 21,€ 650,https://www.facebook.com/marketplace/item/526695326299975/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 Cordas Studebaker HH Commander EE - NOVO!,R$ 7.990,https://www.facebook.com/marketplace/item/158183313521165/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Baixo Peavey E Amplificador,R$ 900,https://www.facebook.com/marketplace/item/1380016429451693/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal Mapex Armory P800 Novo,R$ 850,https://www.facebook.com/marketplace/item/6272184039467736/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Ampeg BA-115 V2 1x15 - Amplificador de Baixo,R$ 4.000,https://www.facebook.com/marketplace/item/3613517848870404/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal Delay,R$ 700,https://www.facebook.com/marketplace/item/922941192243490/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Michael Amplificador cubo Bag,R$ 1.400,https://www.facebook.com/marketplace/item/233811592555693/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo + amplificador,R$ 1.300,https://www.facebook.com/marketplace/item/1394442224657250/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador De Baixo Ampeg SVT-II Pro Premiere Edition Raro,R$ 25.000,https://www.facebook.com/marketplace/item/755288142788062/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo baixo jazz Bass Eagle ( opção de pagamento tbm no cartão),R$ 650,https://www.facebook.com/marketplace/item/3356979877949619/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Precision Deluxe 2006,R$ 5.500,https://www.facebook.com/marketplace/item/989985418658854/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Strinberg,R$ 700,https://www.facebook.com/marketplace/item/1639338549848530/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
BAIXO SQUIER AFFINITY PRECISION JAZZ BASS FIESTA RED NOVÍSSIMO,R$ 2.400,https://www.facebook.com/marketplace/item/191713620291073/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
